SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,swathtrans,swath_ANTSOL,swath_ANTXAN,swath_APLCAL,swath_APOCAL,swath_APOPAR,swath_BALNUB,swath_CANSPP,swath_CENCOR,swath_COSCOS,swath_CRAGIG,swath_CRIALB,swath_CRYSTE,swath_DERIMB,swath_EISARBADSUB,swath_HALCOR,swath_HALKAM,swath_HALRUF,swath_HALWAL,swath_KELKEL,swath_LAMFAR,swath_LAMSETADSUB,swath_LEPCHI,swath_LOXGRA,swath_LOXSCY,swath_LYTPIC,swath_MACSTIPES,swath_MEDAEQ,swath_MEGCRE,swath_MEGUND,swath_MESFRAAD,swath_METSPP,swath_MURCAL,swath_MURFRU,swath_NEOSPA,swath_NERLUE,swath_ORTKOE,swath_PACFIM,swath_PANINT,swath_PATMIN,swath_PISBRE,swath_PISGIG,swath_PISOCH,swath_POMGIB,swath_PTECALADSUB,swath_PUGFOL,swath_PUGPRO,swath_PUGRIC,swath_PYCHEL,swath_STEOSMAD,swath_STRPURAD,swath_STYMON,swath_TETCAL,swath_URTPIS,swath_URTSPP,swath_LAMSPP,swath_EISARBAD,swath_EUGRUB,swath_HENLEV,swath_LAMSETAD,swath_LINCOL,swath_OCTOPUS,swath_PTECALAD,swath_TEGREG,swath_URTCOR,swath_URTCRA,swath_URTMCP,swath_URTCOLMCP,swath_CERFOL,swath_CUCMIN,swath_PLEGAR,swath_STYCAL,swath_MESFRAREC,swath_STRPURREC,swath_TEST
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2009,4,0.25,0,0,0,19.5,0,0,0,0,1,0,0,0,33.75,0,0,0,0,2.75,42.25,0,10.75,0,0,0,132.25,0,8.25,0,39.5,0,0,0,0,0,0,86.25,0,12,0,9.75,0,0,0,0,0,0,0.25,0.75,59,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2010,4,0.25,0,0,0,23.5,0,0,0.25,0,2.5,0,0,0,23.75,0,0,0,0,2.25,29.75,0,20.75,0,0,0.25,132.5,0,11,0,43.75,0,0.25,0,5.75,0,0,97.5,0,16.5,0,15.25,1.5,0,0,0,0,0,0.5,0,87,0,5.75,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2011,4,2.75,0,0,1,21.75,0,0,0,0,3.5,0,0,0,42.25,0,0,0,0,0.25,46.5,0,15,0.5,1.75,0.25,122,0,15.25,0.75,67,0,0,0,11.5,0,0,80.75,0,11.25,0,21.75,0,0,0,0,0,0,1.5,0.25,137.5,1,8.75,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2012,4,0.25,0,13.75,0,17.75,0.5,0,0.25,0,0.25,0,0,0,1.75,0,0,0,0,6,1,0,15.25,0.25,0.5,0,25.25,0,8.25,10,71,0,0,0,2.5,0,0,69.25,0,43.25,0,18.75,0,0,0,0,0,0,1,1.75,830,0.25,2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2014,4,2.25,0,9.25,0,6.5,0.75,0,0.25,0,2,0,0,0,0.75,0,0,0,0,7,1,0,8.75,0,0.5,0,31,0,4.5,5.25,135.25,0,0.25,0,2.25,0,0,135.75,0,26.75,0,0.25,0,0,0,0,0,0,0,0.5,656.5,0,2.5,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2015,4,0,0,5.5,0,1.75,0.5,0,10.25,0,6.75,0,0,0,0,0,0,0,0,2.25,0,0,6.75,0,0,0,0,0,6.5,8.5,44.25,0,0,0,5.5,0,0,35.75,0,3.5,0,0,0,0,0,0,0,0,0,0,303,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2016,4,4.75,0,3.75,0,4.75,0,0,20.75,0,3.5,0,0,0,0,0,0,0,0,7.25,0,0,8.75,0,0.5,0,72.75,0,2.5,50.75,6.25,0,0,0,4.5,0,0,42,0,1.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2017,4,0,0,1.5,0,6.5,0.25,0,22.75,0,12.25,0,0,0,0,0,0,0,0,13.5,0,0,13,0.25,1.5,68.5,2.75,0,1.5,101,16,0,0,0,4.5,0,0,31,0,3.75,0,0,0,0,0,0,0,0,0,0.25,21.5,0,0.75,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2018,4,0,0,0,0,13.75,0,0,26.25,0,17.75,0,0,0,0,0,0,0,0,49.5,0,0,12.5,0,0.5,0.5,0,0,0.5,94.75,15.25,0,0,0,5.5,0,0,15,0,5.75,0,0.5,0,0,0,0,0,0,0,0,36.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2019,4,0,0,0,0.25,4.25,0.25,0.25,16.25,0,10,0,0,0,0,0,0,0,0,19,0,0,13.25,0,0.5,0,0,0,0,296.75,8.75,0,0.5,0,7.25,0,0,27.75,0,5,0,0,0,0,0,0,0,0,0,0,29.5,0,0.25,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2020,4,0,0,0,0,5,0.5,0,18.5,0,28.25,0,0,0,0,0,0,0,0,24,0,0,16.75,0.5,0.25,0,0,0,0,328.25,21,0,0.25,0,11.5,0,0,11,0.25,5.25,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_CEN,34.0307,-119.6967,Scorpion SMR,reference,reference,SCSR,0,2021,4,0,0,0,0,6,0,0,6.75,0,18.75,0,0,0,0,0,0,0,0,19.25,0,0,10.25,0,0,0,74.25,0,0,200.75,17.5,0,0,0,8.25,0,0,8.25,0,11,0,0.25,0,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,1,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2000,4,0,0,0,0,1.25,0,0,0,0,3.75,0,0,0,4.25,0.25,0,0,0,0.25,0,0,0,0,0,0,307.25,0,0.5,5.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,227.5,0,0.25,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2002,4,0,0,0,0,9.75,0,0,0.25,0,3.25,0,0,0,0.25,0,0,0,0,1.75,12.5,0,0,0,0,0,20.5,0,0.25,19.75,0,0,0,0,2.25,0,0,0,0,12.25,0,14.5,0.25,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2003,4,0,0,0,0,6.25,0,0,0.75,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,24.25,0,0.25,1.75,74.25,0,0,0,0,0,0,53,0,19.5,0,20.5,0,0,0,0,0,0,0.25,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2004,4,0,0,0.5,0,10.25,0,0,2.75,0,0.5,0,0,0,2.5,0.25,0,0,0,2,6.75,0,20,0,0,0,170.25,0,1.5,2.5,116.75,0,0,0,0,0,0,52,0,4.5,0,12.25,0,0.25,0,0,0,0,0,0,304,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2005,4,0,0,0,0,10.5,0,0,1.5,0,1.25,0,0,0,0.25,0,0,0,0,0.5,1.25,0,10.75,0,0,0,246.5,0,1,0.5,191.25,0,0,0,0,0,0,45,0,8.25,0,12.5,0,0.75,0,0,0,0,0,0,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2006,4,0,0,0.25,0,12.75,0,0,0,0,2.25,0,0,0,8.75,0,0,0,0,0.5,10.5,0,33.25,0,0,0,217.5,0,1.25,0.25,256.25,0,0,0,0,0,0,35,0,6.25,0,8.5,0,0,0,0,0,0,0,0,349,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2007,4,0,0,0.25,0,22,0,0,0,0,0.25,0,0,0,2.75,0,0,0.25,0,0.75,3.5,0,18,0.25,0,0,163.5,0,7,0,129.25,0,0,0,0,0,0,65.75,0,3.5,0,5.25,0,0,0,0,0,0,0,0.5,290,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2008,4,0,0,0,0,20,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,10.75,0,21.25,0.5,0,0,259.25,0,7.25,0.25,160.75,0,0,0,1,0,0,64.75,0.25,2.75,0,7,0,0,0,0,0,0,0,0,355,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2009,4,0,0,0,0.25,23.5,0,0,0,0,0.5,0,0,0,7.5,0,0,0,0,0.5,7.25,0,20.75,0,0,0,273,0,10.75,0,119,0,0,0,0,0,0,50,0,5.25,0,8,0,0,0,0,0,0,0.75,0.25,458.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2010,4,0,0,0,0,11.5,0,0,0,0,0.25,0,0,0,7.5,0,0,0,0,1.75,3,0,11.5,0,0,0,247.25,0,8.25,0,119,0,0,0,0.5,0,0,138.25,0,13.5,0,22.25,0.25,0,0,0,0,0,0.25,1.25,173,0,0,0,0.25,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2011,4,1.25,0,0.25,0,9.75,0,0,0,0,2,0,0,0,2.25,0,0,0,0,0.5,2.5,0,18.75,0.5,3.25,0,129.25,0,6.25,0,142.5,0,0,0,2.75,0,0,60.25,0,9.25,0,14.75,0,0,0,0,0,0,1.5,0.25,922.75,0,0.75,0,0,0,0,0,0,0,0.25,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2012,4,1,0,0.25,0.25,13.75,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,0,11.5,0,1,0.5,0,0,3.25,0,130,0,0,0,0.75,0,0,116.25,0,32,0,31.25,0,0,0,0,0,0,0.75,0,886.5,0,0.75,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2014,4,0.75,0,4,0,3.25,0.25,0.25,0,0,0.5,0,0,0,0,0,0,0,0,2.25,0,0,14.25,0,0,0,0,0,2.5,3.75,110.25,0,0,0,2.5,0,0,103,0,12.75,0,0,0,0.25,0,0,0,0,0,0,600,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2015,4,0,0,6,0,1,2.5,0,3,0,1.25,0,0,0,0,0,0,0,0,5.5,0,0,8.5,0,0,0,0,0,4,11.5,50.75,0,0,0,0.25,0,0,74,0,1.5,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2016,4,0.25,0,5,0,8.25,0.5,0,14,0,2.25,0,0,0,1.75,0,0,0,0,4.25,0,0,9.75,0.25,0,0,17.5,0,1.5,75.75,2.25,0,0,0,11,0,0,145.5,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1.5,0,0,0,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2017,4,0,0,0.25,0,5.5,0,0,25.75,0,1.75,0,0,0,0,0,0,0,0,5,0,0,17,0,0,64,3,0,0.5,130,8.75,0,0,0,3.75,0,0,136.5,0.25,2,0,0,0,0.25,0,0,0,0,0,0,14,0,0,0,0,0,0,3.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2018,4,0,0,0.25,0,14.5,0.5,0,34.25,0,5.5,0,0,0,0,0,0,0,0,10.5,0,0,15.25,0,0.5,3.75,0,0,2.75,314,30.25,0,0,0,16,0,0,132.75,0.25,9,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2019,4,0,0,1.5,0,6.75,0.75,0,17.5,0,7.75,0,0,0,0,0.5,0,0,0,18.25,0,0,8.25,0.25,0,0,0,0,0,428.25,47.5,0,0,0,20.25,0,0,34.75,0,2.75,0,0,0,0,0,0,0,0,0,0,132.25,0,0.25,0,0,0,0,4,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2020,4,0,0,0,0,7,0.75,0,15.5,0,6.5,0,0,0,0,0,0,0,0,25.5,0,0,6.25,0,0.25,0,0,0,0,246,34.5,0,0,0,7.25,0,0,27.25,0.25,3.5,0,0,0,0,0,0,0,0,0,0,67.25,0,0,0,0,0,0,2,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_E,34.0281,-119.6909,Scorpion SMR,reference,reference,SCSR,0,2021,4,0,0,0,0,17.5,0,0.5,4.75,0,4.75,0,0,0,0,0,0,0,0,82.25,0,0,11.75,0,0,0,9.5,0,0,249.5,70.5,0,0,0,8.25,0,0,14.75,0.5,3.25,0,0,0,0.25,0,0,0,0,0,0,86,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2000,4,0,0,0,0,0.25,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.5,0,0,0,4,0,0,0,0,2,0,0,0,0,8.75,0,0.75,0,0,0,0,0,0,0,0,1082.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2001,4,0,0,0,0,3.25,0,0,0,0,8.5,0.25,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0.5,0,0,0,0,7.5,0,7.5,0,0,0,0,0,0,0,0,2652.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2002,4,0.25,0,2.25,0,15.75,0,0,0,0,7.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14.5,0,0,0,0,14.25,0,21.75,0,0,0,0,0,0,0,0,1027.5,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2003,4,0,0,2.25,0,12.5,0,0,0.75,0,1.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,0,0,0,0,143,0,0,0,0.5,0,0,0,0,37.25,0,25,0,0,0,0,0,0,0,0,1128,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2004,4,0.25,0,2,0,7.5,0,0,1,0,1.5,0.25,0,0,0,0,0,0,0,0,0,0,7.25,0,0.25,137.75,0,0,0.25,0.25,94.75,0,0,0,0.25,0,0,0.25,0,24.25,0,16.75,0.5,0.25,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2005,4,0,0,3.25,0,4,0,0,1.75,0,1.25,0,0,0,0.25,0,0,0,0,0,0,0,18.5,0,0,113.75,0,0,0,0,69.75,0,0,0,0.25,0,0,33.5,0,9,0,7,0,0,0,0,0,0,0.25,0,902.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2006,4,0,0,0,0,12.75,0,0,1.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,424,1.25,0,0.25,0,133.5,0,0,0,0.75,0,0,0.25,0,23.75,0,5.5,0,0,0,0,0,0,0,0,1707.75,0,9.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2007,4,0,0,0,0,29.5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,72,0,0,2.25,0.75,141.75,0,0,0,0.25,0,0,3,0,20.5,0,5.5,0.25,0,0,0,0,0,0.25,0,1476.25,0,1.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2008,4,0.25,0,1,0,4.75,0,0.25,0.25,0,1.25,0,0,0,0.75,0,0,0,0,0.25,0,0,5,0,0,81.25,1.5,0,7.5,0.75,144.25,0,0,0,0.5,0,0,6.75,0,28.75,0,8.25,0,0,0,0,0,0,0,0,1087.5,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2009,4,0.25,0,0.25,0,5.25,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0,0,1.5,0,20,0,0,0,99.25,0,3.5,0,85.25,0,0,0,0,0,0,7.5,0,24,0,5.75,0,0,0,0,0,0,1.25,0,187.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2010,4,1.25,0,2.25,0,3.25,0,0,0,0,0.75,0,0,0,3.25,0,0,0,0,0.5,0,0,2.75,0,0,1.25,280,0,2,0,79.25,0,0,0,0.25,0,0,0.75,0,9,0,13,3.25,0,0,0,0,0,1.25,0,1103.25,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2011,4,1.25,0,1.25,0.25,4.25,0.5,0,0,0,1,0,0,0,3,0,0,0,0,0.25,0,0,15.25,0.25,4.25,0,150,0,4.75,0,118,0,0,0.25,1.75,0,0,53,0,56.25,0,38.75,0,0,0,0,0,0,1.5,0,352,0,1.5,0,0,0,0,2.25,0,0,0,0.25,0,0,0,0,0,0.75,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2012,4,0.25,0,0.25,0,6.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,7,0,0,8.25,0,124,0,0,0,0.5,0,0,61.75,0,61,0,21.25,0,0,0,0,0,0,0.25,0,665.5,0,2.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2014,4,0.5,0,2,0,7.5,0.25,0.75,0.75,0,4.75,0,0,0,0,0,0,0,0,3.5,0,0,17.5,0.25,0.25,7,0,0,1,0,181.5,0,0,0,0.25,0,0,96,0,43,0,0,0,0.25,0,0,0,0,0,0,1702.75,0,1.75,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2015,4,3.75,0,3.25,0,1.5,0.25,0,8,0,4.5,0,0,0,0,0,0,0,0,0.75,0,0,6.5,0,0,0.25,0,0,1.25,14.25,139.75,0,0,0,1,0,0,136.5,1,4.75,0,0.25,0,0.25,0,0,0,0,0,0,1319.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2016,4,1.25,0,3.5,0,4.5,0,0,17.75,0,3.5,0,0,0,0,0,0,0.25,0,6,0,0,3.75,0,0.25,0.5,5,0,1.5,18.5,10.75,0,0,0,1.75,0,0,33.75,0,1.75,0,0.25,0,0,0,0,0,0,0,0.5,46.5,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2017,4,0,0,1.25,0,2,0.25,0,19.5,0,3,0,0,0,0,0,0,0,0,10.25,0,0,5.25,0,0.75,589.75,0,0,1.25,76.5,42.5,0,0,0,1.5,0,0,17.75,0,7.25,0,0,0,0,0,0,0,0,0,0,409.5,0,1.5,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2018,4,0,0,0.5,0,4,1,0,17.25,0,6.25,0,0,0,0,0,0,0,0,45.75,0,0,1.25,0,0,1290.75,0,0,0.5,223.75,93,0,0,0,0.5,0,0,28.25,0,25.25,0,0.25,0,0,0,0,0,0,0,0,306.5,0,0.25,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2019,4,0,0,1,0,0.5,0.25,0,17.25,0,2.25,0,0,0,0,0,0,0,0,13.75,0,0,1.25,0,0,5,0,0,0,236.75,35,0,0,0,0.75,0,0,3,0,6.75,0,0,0,0,0,0,0,0,0,0,116.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2020,4,0.25,0,0.25,0,2.25,0,0,9.75,0,0.75,0,0,0,0,0,0,0,0,8.75,0,0,0.25,0,0,327,0,0,0,308.5,49.5,0,0,0,2.5,0,0,5.5,0,8.5,0,0,0,0,0,0,0,0,0,0,363.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_PELICAN_W,34.0359,-119.7023,Scorpion SMR,reference,reference,SCSR,0,2021,4,0,0,0.25,0,2.25,0,0,4.75,0,1.5,0,0,0,0,0,0,0,0,13,0,0,2,0,0,90.5,0,0,0,237.75,43,0,0,0,1.25,0,0,3.75,0,12,0,0,0,0,0,0,0,0,0,0,275,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0
SCI_POTATO_PASTURE_E,34.051,-119.5759,Scorpion SMR,SMR,MPA,SCSR,2003,2007,6,5.333333,0,3,0,26.16667,0,0,1.333333,0,8.833333,0,0,0,0.5,0,0,0,0,0.666667,2.833333,0,2,0,0,1.333333,0,0,3.5,15,204.6667,0,0,0,0.5,0,0,12.83333,0,21.33333,0,1.833333,0.666667,0,0,0,0,0,0,0,781.5,0,1.666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_POTATO_PASTURE_E,34.051,-119.5759,Scorpion SMR,SMR,MPA,SCSR,2003,2009,6,1.333333,0,0.5,0,51.33333,0,0,0.333333,0,5.333333,0,0,0,2.333333,0,0,0,0,0,0,0,4.833333,0,0,3,0,0,1.833333,21,167.5,0,0,0,0.333333,0,0,9,0,18.33333,0,1.166667,0,0,0,0,0,0,0,0,584.8333,0,0.833333,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI_POTATO_PASTURE_E,34.051,-119.5759,Scorpion SMR,SMR,MPA,SCSR,2003,2013,6,15.66667,0,0.833333,0,19.66667,0.5,0,0.833333,0,1,0.666667,0,0,28.66667,0,0,0,0,0,0,0,1.166667,0,0,0,95.66667,0,0.5,0.333333,158.6667,0,0.166667,0,0.5,0,0,64.5,1.333333,4.833333,0,1.5,0.833333,0.166667,0,0,0,0,0,0.166667,1683.167,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,0
SCI_POTATO_PASTURE_W,34.0522,-119.5821,Scorpion SMR,SMR,MPA,SCSR,2003,2007,6,39.16667,0,1.666667,0,25.33333,0,0,2.166667,0,5.333333,0,0,0,0,0,0,0,0,0,0,0,10.83333,0,0,7.333333,0,0,13,5.166667,184.8333,0,0.166667,0,1,0,0,8.833333,0,14.66667,0,5.166667,0.5,0,0,0,0,0,0,0,1013.333,0,2.5,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
